title,reviews,reviews_clean,cleaned_review,combined_text,neg,neu,pos,compound,satisfied,review_length,word_count,char_count,avg_word_length,exclamation_count,question_count,uppercase_ratio,cleaned_word_count,cleaned_char_count
"""seat was below my expectation""","When you travel British Airways its like you are lucky to be able to be with British Airways staff. Right from the start the check in girl on business told us the flight was closed which was a load of rubbish 1 hour and 10 minutes before the flight. She spent ten minutes on the phone to someone to see if it was too late. Because I need special assistance they didn't have anyone to push my wheelchair so my wife had to do it. My wife now very stressed and I arrive at the finger and when we could see that everyone was still there I asked the man on the desk about being closed and he said nonsense. My wife says thanks for the unnecessary stress. The guys on the desk were great and offered to push my chair which was actually quite a long way. The cabin layout has 7 seats across whereas all the other 787's I have been on have 6. That means they are squeezing in another seat and it is very, very narrow the cabin crew knocking my arm every time they passed by. Of course the 787 is a great aircraft. So for me the seat was below my expectation. I was also amazed that I had to pay £190 to reserve seats, I don't pay anything with other airlines. The food was just OK nothing exciting and the choice of films was not that great but then that is all personal choice. In my opinion fly with a different airline if you can there are seriously better airlines who don't have snobs working for them.","When you travel British Airways its like you are lucky to be able to be with British Airways staff. Right from the start the check in girl on business told us the flight was closed which was a load of rubbish 1 hour and 10 minutes before the flight. She spent ten minutes on the phone to someone to see if it was too late. Because I need special assistance they didn't have anyone to push my wheelchair so my wife had to do it. My wife now very stressed and I arrive at the finger and when we could see that everyone was still there I asked the man on the desk about being closed and he said nonsense. My wife says thanks for the unnecessary stress. The guys on the desk were great and offered to push my chair which was actually quite a long way. The cabin layout has 7 seats across whereas all the other 787's I have been on have 6. That means they are squeezing in another seat and it is very, very narrow the cabin crew knocking my arm every time they passed by. Of course the 787 is a great aircraft. So for me the seat was below my expectation. I was also amazed that I had to pay £190 to reserve seats, I don't pay anything with other airlines. The food was just OK nothing exciting and the choice of films was not that great but then that is all personal choice. In my opinion fly with a different airline if you can there are seriously better airlines who don't have snobs working for them.",travel like lucky able staff right start check girl business tell closed load rubbish hour minute spend ten minute phone someone see late need special assistance not anyone push wheelchair wife wife stress arrive finger see everyone ask man desk closed say nonsense wife say thank unnecessary stress guy desk great offer push chair actually long way cabin layout seat across whereas mean squeeze another seat narrow cabin crew knock arm every time pass course great aircraft seat expectation amazed pay reserve seat not pay anything food ok nothing exciting choice film great personal choice opinion different seriously well not snob work,"seat was below my expectation. When you travel British Airways its like you are lucky to be able to be with British Airways staff. Right from the start the check in girl on business told us the flight was closed which was a load of rubbish 1 hour and 10 minutes before the flight. She spent ten minutes on the phone to someone to see if it was too late. Because I need special assistance they didn't have anyone to push my wheelchair so my wife had to do it. My wife now very stressed and I arrive at the finger and when we could see that everyone was still there I asked the man on the desk about being closed and he said nonsense. My wife says thanks for the unnecessary stress. The guys on the desk were great and offered to push my chair which was actually quite a long way. The cabin layout has 7 seats across whereas all the other 787's I have been on have 6. That means they are squeezing in another seat and it is very, very narrow the cabin crew knocking my arm every time they passed by. Of course the 787 is a great aircraft. So for me the seat was below my expectation. I was also amazed that I had to pay £190 to reserve seats, I don't pay anything with other airlines. The food was just OK nothing exciting and the choice of films was not that great but then that is all personal choice. In my opinion fly with a different airline if you can there are seriously better airlines who don't have snobs working for them.",0.043,0.876,0.081,0.885,1,1400,273,1388,5.084249084249084,0,0,0.0181818181818181,102,638
"""return flight was faultless""","British Airways gets plenty of well deserved kickings but this return flight to Gibraltar was faultless. On time (early arrival in fact), smiling friendly crew, excellent hot meal and plentiful drinks. Gatwick lounge is too small really but we found seats ok. Gibraltar lounge for the dozen or so club passengers is relatively huge.","British Airways gets plenty of well deserved kickings but this return flight to Gibraltar was faultless. On time (early arrival in fact), smiling friendly crew, excellent hot meal and plentiful drinks. Gatwick lounge is too small really but we found seats ok. Gibraltar lounge for the dozen or so club passengers is relatively huge.",get plenty deserved kicking return gibraltar faultless time early arrival fact smile friendly crew excellent hot meal plentiful drink gatwick lounge small find seat ok gibraltar lounge dozen club passenger relatively huge,"return flight was faultless. British Airways gets plenty of well deserved kickings but this return flight to Gibraltar was faultless. On time (early arrival in fact), smiling friendly crew, excellent hot meal and plentiful drinks. Gatwick lounge is too small really but we found seats ok. Gibraltar lounge for the dozen or so club passengers is relatively huge.",0.0,0.681,0.319,0.9746,1,334,58,352,6.068965517241379,0,0,0.0166204986149584,32,221
"""not worth the name anymore""","BA First Class is not even that any more. Starting with the lounge in T3; this may be an offshoot of the fine Concorde Room in T5, but it need not feel like a rural train station. Poor food, average drinks and an indifferent staff do not compare with LH facilities in FRA or MUC. There is no ground assistance, and boarding was haphazard. Fine Cornish champagne was offered and happily quaffed. The seat was OK, but not in the same class as the new AC J class pods, and not close to the Emirate's suites. Small things like the menu presentation, boarding sufficient food (there are a lot of seats in F), seat comfort (OK, but nothing special) and the toilets (small and curiously offering single-ply paper). The crew were very friendly; the service was decent in delivery, but poor overall. BA, your relentless drive to the bottom is catching up with you, and your First Class product is not worth the name anymore. One can only assume that BA are trying to phase it out as they drive any paying passengers to other airlines who place a serious effort to deliver a superb premium product. And no wi-fi","BA First Class is not even that any more. Starting with the lounge in T3; this may be an offshoot of the fine Concorde Room in T5, but it need not feel like a rural train station. Poor food, average drinks and an indifferent staff do not compare with LH facilities in FRA or MUC. There is no ground assistance, and boarding was haphazard. Fine Cornish champagne was offered and happily quaffed. The seat was OK, but not in the same class as the new AC J class pods, and not close to the Emirate's suites. Small things like the menu presentation, boarding sufficient food (there are a lot of seats in F), seat comfort (OK, but nothing special) and the toilets (small and curiously offering single-ply paper). The crew were very friendly; the service was decent in delivery, but poor overall. BA, your relentless drive to the bottom is catching up with you, and your First Class product is not worth the name anymore. One can only assume that BA are trying to phase it out as they drive any paying passengers to other airlines who place a serious effort to deliver a superb premium product. And no wi-fi",class starting lounge may offshoot fine concorde room need feel like rural train station poor food average drink indifferent staff compare lh facility fra muc ground assistance boarding haphazard fine cornish champagne offer happily quaffed seat ok class new ac class pod close emirate suit small thing like menu presentation board sufficient food lot seat seat comfort ok nothing special toilet small curiously offer singleply paper crew friendly service decent delivery poor overall relentless drive bottom catch class product worth name anymore assume try phase drive pay passenger place serious effort deliver superb premium product wifi,"not worth the name anymore. BA First Class is not even that any more. Starting with the lounge in T3; this may be an offshoot of the fine Concorde Room in T5, but it need not feel like a rural train station. Poor food, average drinks and an indifferent staff do not compare with LH facilities in FRA or MUC. There is no ground assistance, and boarding was haphazard. Fine Cornish champagne was offered and happily quaffed. The seat was OK, but not in the same class as the new AC J class pods, and not close to the Emirate's suites. Small things like the menu presentation, boarding sufficient food (there are a lot of seats in F), seat comfort (OK, but nothing special) and the toilets (small and curiously offering single-ply paper). The crew were very friendly; the service was decent in delivery, but poor overall. BA, your relentless drive to the bottom is catching up with you, and your First Class product is not worth the name anymore. One can only assume that BA are trying to phase it out as they drive any paying passengers to other airlines who place a serious effort to deliver a superb premium product. And no wi-fi",0.109,0.769,0.122,0.7232,1,1103,205,1094,5.336585365853659,0,0,0.0363153232949512,96,641
"""did not take responsibility""","Linate to London. The morning of the departure I received an email and a text message from that warned me that my flight had been canceled, with no specified reason. As an alternative They rerouted me on a night flight to Madrid, then to Palma, to arrive the next day in Birmingham. Disappointed of the disservice I called the customer service in England (and waited 40 minutes at my expense before being able to speak with an operator) and I was offered a flight in the evening at 1900, which did not help me to arrive in time to my appointment and therefore declined. I had to find the only possible flight that would allow me to get to London in time, unfortunately it was a last minute flight with another company that cost me a fortune. On top of it, since the flight would arrive no longer at Heathrow but at Stansted, I had to pay the taxi £70 more than the agreed amount if I arrived at Heathrow. British Airways did not take responsibility, I was not reimbursed the new flight I had to book last minute nor the taxi difference. They did not show concern for the inconvenience and the stress caused. The worst has been the answer of their customer Care saying it was not their responsibility!","Linate to London. The morning of the departure I received an email and a text message from that warned me that my flight had been canceled, with no specified reason. As an alternative They rerouted me on a night flight to Madrid, then to Palma, to arrive the next day in Birmingham. Disappointed of the disservice I called the customer service in England (and waited 40 minutes at my expense before being able to speak with an operator) and I was offered a flight in the evening at 1900, which did not help me to arrive in time to my appointment and therefore declined. I had to find the only possible flight that would allow me to get to London in time, unfortunately it was a last minute flight with another company that cost me a fortune. On top of it, since the flight would arrive no longer at Heathrow but at Stansted, I had to pay the taxi £70 more than the agreed amount if I arrived at Heathrow. British Airways did not take responsibility, I was not reimbursed the new flight I had to book last minute nor the taxi difference. They did not show concern for the inconvenience and the stress caused. The worst has been the answer of their customer Care saying it was not their responsibility!",linate london morning departure receive email text message warned cancel specify reason alternative reroute night madrid palma arrive next day birmingham disappoint disservice call customer service england wait minute expense able speak operator offer evening help arrive time appointment therefore decline find possible allow london time unfortunately last minute another company cost fortune top since arrive long heathrow stanste pay taxi agree amount arrive heathrow take responsibility reimburse new book last minute taxi difference show concern inconvenience stress cause worst answer customer care saying responsibility,"did not take responsibility. Linate to London. The morning of the departure I received an email and a text message from that warned me that my flight had been canceled, with no specified reason. As an alternative They rerouted me on a night flight to Madrid, then to Palma, to arrive the next day in Birmingham. Disappointed of the disservice I called the customer service in England (and waited 40 minutes at my expense before being able to speak with an operator) and I was offered a flight in the evening at 1900, which did not help me to arrive in time to my appointment and therefore declined. I had to find the only possible flight that would allow me to get to London in time, unfortunately it was a last minute flight with another company that cost me a fortune. On top of it, since the flight would arrive no longer at Heathrow but at Stansted, I had to pay the taxi £70 more than the agreed amount if I arrived at Heathrow. British Airways did not take responsibility, I was not reimbursed the new flight I had to book last minute nor the taxi difference. They did not show concern for the inconvenience and the stress caused. The worst has been the answer of their customer Care saying it was not their responsibility!",0.1,0.858,0.041,-0.9086,0,1202,222,1197,5.391891891891892,1,0,0.0227827502034174,85,626
"""Horrible, horrible service""","Flew British Airways from JK to London Heathrow then connected London Galwick to Rome. Bag has been lost for 48 hours. No email, phone call, text update. They didn’t even answer my email! My wife and I have had the same clothes on our backs since we left JFK. Thank goodness for washing machines. We have missed out on events. We can’t get into certain places due to dress codes. We had to wait for a store to open to buy toothbrushes and toothpaste. Horrible, horrible service. Then we were told our bag would arrive at our hotel at 4.30 pm yesterday. It’s almost 1 pm the next day and the bag still isn’t here!","Flew British Airways from JK to London Heathrow then connected London Galwick to Rome. Bag has been lost for 48 hours. No email, phone call, text update. They didn't even answer my email! My wife and I have had the same clothes on our backs since we left JFK. Thank goodness for washing machines. We have missed out on events. We can't get into certain places due to dress codes. We had to wait for a store to open to buy toothbrushes and toothpaste. Horrible, horrible service. Then we were told our bag would arrive at our hotel at 4.30 pm yesterday. It's almost 1 pm the next day and the bag still isn't here!",jk london heathrow connect london galwick rome bag lose hour email phone call text update not answer email wife clothe back since leave jfk thank goodness washing machine miss event can not certain place due dress code wait store open buy toothbrush toothpaste horrible horrible service tell bag arrive hotel pm yesterday almost pm next day bag not,"Horrible, horrible service. Flew British Airways from JK to London Heathrow then connected London Galwick to Rome. Bag has been lost for 48 hours. No email, phone call, text update. They didn't even answer my email! My wife and I have had the same clothes on our backs since we left JFK. Thank goodness for washing machines. We have missed out on events. We can't get into certain places due to dress codes. We had to wait for a store to open to buy toothbrushes and toothpaste. Horrible, horrible service. Then we were told our bag would arrive at our hotel at 4.30 pm yesterday. It's almost 1 pm the next day and the bag still isn't here!",0.176,0.766,0.059,-0.9345,0,614,115,609,5.2956521739130435,2,0,0.040625,58,348
"""experience has deteriorated significantly""",I have flown British Airways numerous times over many years. Sadly the experience has deteriorated significantly recently and this flight was particularly poor. The staff were offhand and one seemed particularly unhappy to be there. The person next to me and I asked for the beef choice but were told that there was none left - too little had apparently been loaded. There was no apology and we were simply told we needed to make another choice. We asked for the fish. After some delay we were given our meals but found we had both been given a vegetarian meal. I had to walk down to the galley to let them know and was told in a very offhand manner that they must have recorded the wrong choice - no apology. Eventually we received the fish which by then was dry and not enjoyable. We were asked for breakfast choices and gave in cards which stated we wanted a light choice 40 minutes before landing. We were not given anything. The service was really poor - and as usual the business seats were falling behind the quality and comfort found in other airlines. BA will really have to improve their product to continue to attract premium passengers.,I have flown British Airways numerous times over many years. Sadly the experience has deteriorated significantly recently and this flight was particularly poor. The staff were offhand and one seemed particularly unhappy to be there. The person next to me and I asked for the beef choice but were told that there was none left - too little had apparently been loaded. There was no apology and we were simply told we needed to make another choice. We asked for the fish. After some delay we were given our meals but found we had both been given a vegetarian meal. I had to walk down to the galley to let them know and was told in a very offhand manner that they must have recorded the wrong choice - no apology. Eventually we received the fish which by then was dry and not enjoyable. We were asked for breakfast choices and gave in cards which stated we wanted a light choice 40 minutes before landing. We were not given anything. The service was really poor - and as usual the business seats were falling behind the quality and comfort found in other airlines. BA will really have to improve their product to continue to attract premium passengers.,numerous time many year sadly experience deteriorate significantly recently particularly poor staff offhand seem particularly unhappy person next ask beef choice tell none leave little apparently loaded apology simply tell need make another choice ask fish delay give meal find give vegetarian meal walk galley let know tell offhand manner must record wrong choice apology eventually receive fish dry enjoyable ask breakfast choice give card state want light choice minute land give anything service poor usual business seat fall behind quality comfort find improve product continue attract premium passenger,experience has deteriorated significantly. I have flown British Airways numerous times over many years. Sadly the experience has deteriorated significantly recently and this flight was particularly poor. The staff were offhand and one seemed particularly unhappy to be there. The person next to me and I asked for the beef choice but were told that there was none left - too little had apparently been loaded. There was no apology and we were simply told we needed to make another choice. We asked for the fish. After some delay we were given our meals but found we had both been given a vegetarian meal. I had to walk down to the galley to let them know and was told in a very offhand manner that they must have recorded the wrong choice - no apology. Eventually we received the fish which by then was dry and not enjoyable. We were asked for breakfast choices and gave in cards which stated we wanted a light choice 40 minutes before landing. We were not given anything. The service was really poor - and as usual the business seats were falling behind the quality and comfort found in other airlines. BA will really have to improve their product to continue to attract premium passengers.,0.108,0.846,0.046,-0.8895,0,1149,207,1168,5.642512077294686,0,0,0.0142737195633921,89,608
"""worlds away from what it used to be""","We can not fault the new 'Club World' food and service, on the 747 outbound and 777 inbound it was great! The food was first class, the presentation very attractive, the quality very high - haven't had such tender beef on any airline before (or in a restaurant for that matter lately!) and the new style crockery/glass wear stylishly upmarket. It's worlds away from what it used to be, both crews were attentive, friendly and cheerful. Really liked the way the food came out on a trolley and you could pick and choose what you liked and mix and match if you wanted to. You now get a light day blanket, a padded blanket for night and a mattress protector type thing to put on the base of your seat, much better than the thin always static blanket you used to get. The pillow is larger and tons better than before. Can't believe how fast the time flew and how well we felt on landing both in Seattle and once home again. We do mainly Club Europe flights, shame as if this level of service and food is maintained the new Club World will be a great success.","We can not fault the new 'Club World' food and service, on the 747 outbound and 777 inbound it was great! The food was first class, the presentation very attractive, the quality very high - haven't had such tender beef on any airline before (or in a restaurant for that matter lately!) and the new style crockery/glass wear stylishly upmarket. It's worlds away from what it used to be, both crews were attentive, friendly and cheerful. Really liked the way the food came out on a trolley and you could pick and choose what you liked and mix and match if you wanted to. You now get a light day blanket, a padded blanket for night and a mattress protector type thing to put on the base of your seat, much better than the thin always static blanket you used to get. The pillow is larger and tons better than before. Can't believe how fast the time flew and how well we felt on landing both in Seattle and once home again. We do mainly Club Europe flights, shame as if this level of service and food is maintained the new Club World will be a great success.",fault new club world food service outbound inbound great food class presentation attractive quality high not tender beef restaurant matter lately new style crockeryglass wear stylishly upmarket world away use crew attentive friendly cheerful like way food come trolley pick choose like mix match want light day blanket pad blanket night mattress protector type thing put base seat well thin always static blanket use pillow large ton well can not believe fast time feel land seattle home mainly club europe shame level service food maintain new club world great success,"worlds away from what it used to be. We can not fault the new 'Club World' food and service, on the 747 outbound and 777 inbound it was great! The food was first class, the presentation very attractive, the quality very high - haven't had such tender beef on any airline before (or in a restaurant for that matter lately!) and the new style crockery/glass wear stylishly upmarket. It's worlds away from what it used to be, both crews were attentive, friendly and cheerful. Really liked the way the food came out on a trolley and you could pick and choose what you liked and mix and match if you wanted to. You now get a light day blanket, a padded blanket for night and a mattress protector type thing to put on the base of your seat, much better than the thin always static blanket you used to get. The pillow is larger and tons better than before. Can't believe how fast the time flew and how well we felt on landing both in Seattle and once home again. We do mainly Club Europe flights, shame as if this level of service and food is maintained the new Club World will be a great success.",0.013,0.818,0.168,0.9877,1,1054,203,1054,5.192118226600985,2,0,0.0137614678899082,90,569
"""last choice in future""","Very disappointing experience - flew out on a 747 400 series (should be scrapped!) Departed late. Loaded aircraft ready for push back, no a/c Temperature was excessively hot all flight, no cool air. Personal Media system broken, split screen. Food quality diabolical. Moody flight attendants, ran out of hand soap. Return flight on A380 left on time, 100% better service, meal quality, and crew, definitely made up for outward flight. Been flying BA for over 25 years, probably would be a last choice in future - sad to see.","Very disappointing experience - flew out on a 747 400 series (should be scrapped!) Departed late. Loaded aircraft ready for push back, no a/c Temperature was excessively hot all flight, no cool air. Personal Media system broken, split screen. Food quality diabolical. Moody flight attendants, ran out of hand soap. Return flight on A380 left on time, 100% better service, meal quality, and crew, definitely made up for outward flight. Been flying BA for over 25 years, probably would be a last choice in future - sad to see.",disappointing experience series scrap depart late load aircraft ready push back ac temperature excessively hot cool air personal medium system break split screen food quality diabolical moody attendant run hand soap return leave time well service meal quality crew definitely make outward year probably last choice future sad see,"last choice in future. Very disappointing experience - flew out on a 747 400 series (should be scrapped!) Departed late. Loaded aircraft ready for push back, no a/c Temperature was excessively hot all flight, no cool air. Personal Media system broken, split screen. Food quality diabolical. Moody flight attendants, ran out of hand soap. Return flight on A380 left on time, 100% better service, meal quality, and crew, definitely made up for outward flight. Been flying BA for over 25 years, probably would be a last choice in future - sad to see.",0.15,0.748,0.102,-0.6539,0,526,87,503,5.781609195402299,1,0,0.0237659963436928,49,329
"""unexpected problem with the systems""","Calgary to London. Cabin full. Overhead locker full of blankets. Seat excruciatingly uncomfortable and headphone that worked intermittently. Take off about 1945 local time. Evening meal appeared at about 2030 local time. Menu listed seasonal salad (leaf, one small piece of lettuce and cucumber), braised short rib of beef or mushroom ravioli pasta, with butter pecan cake. Only 3 beef meals available. Choice was either pasta or to go hungry. I chose the latter and dined on a small bottle of water and half a cup of tomato juice. Breakfast (a light refreshment including juice, tea and coffee) consisted of a cream cheese roll, and oat biscuit, and half a cup of warm tea some 30 minutes later. We paid extra for World Traveller Plus but I consider that we were conned. Customer services have been useless and on the second time of writing I received the following response, ""Thanks for coming back to us. I completely understand why you’re disappointed we couldn’t offer you our full catering service, especially as on such a long haul flight. I hope our staff explained our catering supplier had an unexpected problem with the systems they use to deliver their catering. This meant they couldn’t provide a full meal service and I absolutely agree this isn’t what you would expect when you travel with us. I’m sorry we’ve let you down."" That is it. Thank you BA. This is the last time we will ever book long haul with you.","Calgary to London. Cabin full. Overhead locker full of blankets. Seat excruciatingly uncomfortable and headphone that worked intermittently. Take off about 1945 local time. Evening meal appeared at about 2030 local time. Menu listed seasonal salad (leaf, one small piece of lettuce and cucumber), braised short rib of beef or mushroom ravioli pasta, with butter pecan cake. Only 3 beef meals available. Choice was either pasta or to go hungry. I chose the latter and dined on a small bottle of water and half a cup of tomato juice. Breakfast (a light refreshment including juice, tea and coffee) consisted of a cream cheese roll, and oat biscuit, and half a cup of warm tea some 30 minutes later. We paid extra for World Traveller Plus but I consider that we were conned. Customer services have been useless and on the second time of writing I received the following response, ""Thanks for coming back to us. I completely understand why you're disappointed we couldn't offer you our full catering service, especially as on such a long haul flight. I hope our staff explained our catering supplier had an unexpected problem with the systems they use to deliver their catering. This meant they couldn't provide a full meal service and I absolutely agree this isn't what you would expect when you travel with us. I'm sorry we've let you down."" That is it. Thank you BA. This is the last time we will ever book long haul with you.",calgary london cabin full overhead locker full blanket seat excruciatingly uncomfortable headphone work intermittently take local time evening meal appear local time menu list seasonal salad leaf small piece lettuce cucumber braise short rib beef mushroom ravioli pasta butter pecan cake beef meal available choice either pasta go hungry chose latter din small bottle water half cup tomato juice breakfast light refreshment include juice tea coffee consist cream cheese roll oat biscuit half cup warm tea minute later pay extra world traveller plus consider con customer service useless second time writing receive follow response thank come back completely understand disappoint not offer full catering service especially long haul hope staff explain cater supplier unexpected problem system use deliver catering mean not provide full meal service absolutely agree not expect travel sorry let thank last time ever book long haul,"unexpected problem with the systems. Calgary to London. Cabin full. Overhead locker full of blankets. Seat excruciatingly uncomfortable and headphone that worked intermittently. Take off about 1945 local time. Evening meal appeared at about 2030 local time. Menu listed seasonal salad (leaf, one small piece of lettuce and cucumber), braised short rib of beef or mushroom ravioli pasta, with butter pecan cake. Only 3 beef meals available. Choice was either pasta or to go hungry. I chose the latter and dined on a small bottle of water and half a cup of tomato juice. Breakfast (a light refreshment including juice, tea and coffee) consisted of a cream cheese roll, and oat biscuit, and half a cup of warm tea some 30 minutes later. We paid extra for World Traveller Plus but I consider that we were conned. Customer services have been useless and on the second time of writing I received the following response, ""Thanks for coming back to us. I completely understand why you're disappointed we couldn't offer you our full catering service, especially as on such a long haul flight. I hope our staff explained our catering supplier had an unexpected problem with the systems they use to deliver their catering. This meant they couldn't provide a full meal service and I absolutely agree this isn't what you would expect when you travel with us. I'm sorry we've let you down."" That is it. Thank you BA. This is the last time we will ever book long haul with you.",0.069,0.873,0.058,-0.2169,0,1427,248,1406,5.669354838709677,0,0,0.0205198358413132,139,929
"""The airline isn’t bad""","London to Zurich. The airline isn’t bad. Their boarding procedure was very good, though the aircraft was very old. I know it is one of the oldest, and personally I enjoyed it. But if I have to be realistic, it’s very old, loud and uncomfortable. The service isn’t good either, you don’t even get a cup of water. It’s great to hop to London, but don’t expect any kind of special treatment or service.","London to Zurich. The airline isn't bad. Their boarding procedure was very good, though the aircraft was very old. I know it is one of the oldest, and personally I enjoyed it. But if I have to be realistic, it's very old, loud and uncomfortable. The service isn't good either, you don't even get a cup of water. It's great to hop to London, but don't expect any kind of special treatment or service.",london zurich not bad boarding procedure good though aircraft old know old personally enjoy realistic old loud uncomfortable service not good either not cup water great hop london not expect kind special treatment service,"The airline isn't bad. London to Zurich. The airline isn't bad. Their boarding procedure was very good, though the aircraft was very old. I know it is one of the oldest, and personally I enjoyed it. But if I have to be realistic, it's very old, loud and uncomfortable. The service isn't good either, you don't even get a cup of water. It's great to hop to London, but don't expect any kind of special treatment or service.",0.07,0.75,0.181,0.8537,1,401,78,401,5.141025641025641,0,0,0.0284360189573459,34,221
"""charge a large amount for choosing seats""","Glasgow to New York JFK via London. Outgoing flight was on a refurbished 747. Still I could see its age. We had a duo seat at the back of the plane. The plane was hot and there are no air con vents above your head. The IFE was decent and had a good selection. The cabin crew member looking after us was pleasant and friendly and he chatted to us. Flight left close to on time. Service was quick as we were first served at the back. We were given pretzels and drinks first then dinner was about an hour later, which was vegetarian pasta for me. Adequate amount of food served and was tasty. Ice cream and juice/water was served halfway through the flight. We then received a snack before landing which was a sandwich and a toblerone. It was ok. Return flight from Vegas was on a old 747. Horrible old seats with no padding and very dirty. Service was a lot slower as they announced they had less staff. Less drinks served, again food was ok chicken curry this time. Small snack of a egg tortilla yoghurt and muffin served for breakfast. IFE was horrendous on the old 747 tiny grainy screen with a very limited choice. I wouldnt fly BA again if I had a choice because they charge such a large amount for choosing the duo seats. £210 return it cost us and it made the air fare expensive. Also the planes they use are too old and tatty.","Glasgow to New York JFK via London. Outgoing flight was on a refurbished 747. Still I could see its age. We had a duo seat at the back of the plane. The plane was hot and there are no air con vents above your head. The IFE was decent and had a good selection. The cabin crew member looking after us was pleasant and friendly and he chatted to us. Flight left close to on time. Service was quick as we were first served at the back. We were given pretzels and drinks first then dinner was about an hour later, which was vegetarian pasta for me. Adequate amount of food served and was tasty. Ice cream and juice/water was served halfway through the flight. We then received a snack before landing which was a sandwich and a toblerone. It was ok. Return flight from Vegas was on a old 747. Horrible old seats with no padding and very dirty. Service was a lot slower as they announced they had less staff. Less drinks served, again food was ok chicken curry this time. Small snack of a egg tortilla yoghurt and muffin served for breakfast. IFE was horrendous on the old 747 tiny grainy screen with a very limited choice. I wouldnt fly BA again if I had a choice because they charge such a large amount for choosing the duo seats. £210 return it cost us and it made the air fare expensive. Also the planes they use are too old and tatty.",glasgow new york jfk via london outgoing refurbish see age duo seat back plane plane hot air con vents head ife decent good selection cabin crew member look pleasant friendly chat leave close time service quick serve back give pretzel drink dinner hour later vegetarian pasta adequate amount food serve tasty ice cream juicewater serve halfway receive snack landing sandwich toblerone ok return vegas old horrible old seat pad dirty service lot slow announce less staff less drink serve food ok chicken curry time small snack egg tortilla yoghurt muffin serve breakfast ife horrendous old tiny grainy screen limited choice not choice charge large amount choose duo seat return cost make air fare expensive plane use old tatty,"charge a large amount for choosing seats. Glasgow to New York JFK via London. Outgoing flight was on a refurbished 747. Still I could see its age. We had a duo seat at the back of the plane. The plane was hot and there are no air con vents above your head. The IFE was decent and had a good selection. The cabin crew member looking after us was pleasant and friendly and he chatted to us. Flight left close to on time. Service was quick as we were first served at the back. We were given pretzels and drinks first then dinner was about an hour later, which was vegetarian pasta for me. Adequate amount of food served and was tasty. Ice cream and juice/water was served halfway through the flight. We then received a snack before landing which was a sandwich and a toblerone. It was ok. Return flight from Vegas was on a old 747. Horrible old seats with no padding and very dirty. Service was a lot slower as they announced they had less staff. Less drinks served, again food was ok chicken curry this time. Small snack of a egg tortilla yoghurt and muffin served for breakfast. IFE was horrendous on the old 747 tiny grainy screen with a very limited choice. I wouldnt fly BA again if I had a choice because they charge such a large amount for choosing the duo seats. £210 return it cost us and it made the air fare expensive. Also the planes they use are too old and tatty.",0.061,0.884,0.056,-0.3369,0,1334,257,1330,5.175097276264592,0,0,0.0276564774381368,118,725
"""aircraft lacked the legroom""","Flew on a last minute emergency trip London Heathrow to Baltimore with BA. Most disappointing feature on this roundtrip was the aircraft the new Boeing 787. I found the aircraft too small and cramped for transatlantic routes, in its 3-3-3 seating configuration, despite the crews in flight service and the inflight entertainment being of a generally average economy standard, the aircraft lacked the legroom and seating comfort of the other aircraft I have flown on other transatlantic routes, 777, 767, A340 and 747. BA needs to remove many seats from this aircraft in economy class, also the cabin air temperature was awful and humid, with no individual regulation. This felt to me more like being crammed in to a Boeing 737 on a transatlantic flight.","Flew on a last minute emergency trip London Heathrow to Baltimore with BA. Most disappointing feature on this roundtrip was the aircraft the new Boeing 787. I found the aircraft too small and cramped for transatlantic routes, in its 3-3-3 seating configuration, despite the crews in flight service and the inflight entertainment being of a generally average economy standard, the aircraft lacked the legroom and seating comfort of the other aircraft I have flown on other transatlantic routes, 777, 767, A340 and 747. BA needs to remove many seats from this aircraft in economy class, also the cabin air temperature was awful and humid, with no individual regulation. This felt to me more like being crammed in to a Boeing 737 on a transatlantic flight.",last minute emergency trip london heathrow baltimore disappointing feature roundtrip aircraft new boeing find aircraft small cramp transatlantic route seat configuration despite crew service inflight entertainment generally average economy standard aircraft lack legroom seat comfort aircraft transatlantic route need remove many seat aircraft economy class cabin air temperature awful humid individual regulation feel like crammed boeing transatlantic,"aircraft lacked the legroom. Flew on a last minute emergency trip London Heathrow to Baltimore with BA. Most disappointing feature on this roundtrip was the aircraft the new Boeing 787. I found the aircraft too small and cramped for transatlantic routes, in its 3-3-3 seating configuration, despite the crews in flight service and the inflight entertainment being of a generally average economy standard, the aircraft lacked the legroom and seating comfort of the other aircraft I have flown on other transatlantic routes, 777, 767, A340 and 747. BA needs to remove many seats from this aircraft in economy class, also the cabin air temperature was awful and humid, with no individual regulation. This felt to me more like being crammed in to a Boeing 737 on a transatlantic flight.",0.08,0.863,0.057,-0.4939,0,755,123,739,6.008130081300813,0,0,0.0191815856777493,57,452
